"","X.CODIGO_ENTIDAD.NOMBRE.TIPO_GESTION.ESTADO_LICENCIAMIENTO.PERIODO_LICENCIAMIENTO.CODIGO_FILIAL.NOMBRE_FILIAL.DEPARTAMENTO_FILIAL.PROVINCIA_FILIAL.CODIGO_LOCAL.DEPARTAMENTO_LOCAL.PROVINCIA_LOCAL.DISTRITO_LOCAL.LATITUD_UBICACION.LONGITUD_UBICACION.TIPO_AUTORIZACION_LOCAL.DENOMINACION_PROGRAMA.TIPO_NIVEL_ACADEMICO.NIVEL_ACADEMICO.CODIGO_CLASE_PROGRAMA_N2.NOMBRE_CLASE_PROGRAMA_N2.TIPO_AUTORIZACION_PROGRAMA.TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"58","58,042,UNIVERSIDAD NACIONAL DEL SANTA,PUBLICO,LICENCIA OTORGADA,6,S,UNS-ANCASH,ANCASH,SANTA,SL01,ANCASH,SANTA,NUEVO CHIMBOTE,-9.1195533,-78.5133704,DECLARADO,ENFERMERIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"59","59,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,DOCTORADO EN CIENCIAS DE LA VIDA,POSGRADO,DOCTORADO,51,CIENCIAS BIOLOGICAS Y AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"60","60,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F05,UPCV-LIMA,LIMA,LIMA,F05L02,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-11.9814929,-77.0001665,AUTORIZADO POR LIC.,ADMINISTRACION EN TURISMO Y HOTELERIA,PREGRADO,CARRERA PROFESIONAL,1,SERVICIOS PERSONALES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"61","61,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL08,LORETO,MAYNAS,IQUITOS,-3.7527575,-73.2699785,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN SALUD OCUPACIONAL,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"62","62,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0560257,-77.0844226,AUTORIZADO POR LIC.,INGENIERIA ELECTRONICA,PREGRADO,CARRERA PROFESIONAL,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"63","63,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,S,UPCV-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,-8.1293904,-79.0433213,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN NEUMOLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"64","64,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA ESPECIALIDAD CIENCIAS NATURALES,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"65","65,068,UNIVERSIDAD CIENTIFICA DEL SUR,PRIVADO,LICENCIA OTORGADA,6,S,UCS-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,MIRAFLORES,-12.1211435,-77.0256582,AUTORIZADO POR LIC.,MAESTRIA EN EDUCACION SUPERIOR CON MENCION EN DOCENCIA E INVESTIGACION UNIVERSITARIA,POSGRADO,MAESTRIA,13,EDUCACION SUPERIOR Y TECNOLOGICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"66","66,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL06,LORETO,MAYNAS,IQUITOS,-3.749609062,-73.24723057,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS NATURALES,PREGRADO,CARRERA PROFESIONAL,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"67","67,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN CENTRO QUIRURGICO ESPECIALIZADO,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"68","68,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN SALUD FAMILIAR Y COMUNITARIA,POSGRADO,SEGUNDA ESPECIALIDAD,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"69","69,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN PRODUCCION, ADMINISTRACION Y SANIDAD AVICOLA,POSGRADO,SEGUNDA ESPECIALIDAD,81,AGRICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"70","70,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,F03,UNCP-JUNIN,JUNIN,SATIPO,F03L01,JUNIN,SATIPO,RIO NEGRO,-11.21401817,-74.65583323,AUTORIZADO POR LIC.,MAESTRIA EN DESARROLLO SOSTENIBLE CON MENCION EN GESTION DE LA PRODUCCION ORGANICA Y AGRONEGOCIOS,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"71","71,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL02,AREQUIPA,AREQUIPA,AREQUIPA,-16.4086078,-71.5285764,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS: EDUCACION CON MENCION EN EDUCACION SUPERIOR,POSGRADO,MAESTRIA,13,EDUCACION SUPERIOR Y TECNOLOGICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"72","72,027,UNIVERSIDAD NACIONAL DEL CALLAO,PUBLICO,LICENCIA OTORGADA,6,S,UNC-CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SL01,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,-12.0612769,-77.1173082,AUTORIZADO POR LIC.,FISICA,PREGRADO,CARRERA PROFESIONAL,53,CIENCIAS FISICAS Y QUIMICAS,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"73","73,020,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON,PRIVADO,LICENCIA OTORGADA,6,S,UNIFE-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LA MOLINA,-12.0716313,-76.9650529,AUTORIZADO POR LIC.,CONTABILIDAD Y FINANZAS,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"74","74,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD EN DERECHO TRIBUTARIO,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"75","75,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA VICTORIA,-12.0579394,-77.0229596,AUTORIZADO POR LIC.,CIRUGIA PLASTICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"76","76,035,UNIVERSIDAD NACIONAL DE UCAYALI,PUBLICO,LICENCIA OTORGADA,6,S,UNU-UCAYALI,UCAYALI,CORONEL PORTILLO,SL01,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.3948987,-74.5776093,AUTORIZADO POR LIC.,MAESTRIA EN GESTION EMPRESARIAL CON MENCION EN AUDITORIA DE LA GESTION EMPRESARIAL,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"77","77,035,UNIVERSIDAD NACIONAL DE UCAYALI,PUBLICO,LICENCIA OTORGADA,6,S,UNU-UCAYALI,UCAYALI,CORONEL PORTILLO,SL01,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.3948987,-74.5776093,AUTORIZADO POR LIC.,MAESTRIA EN EDUCACION CON MENCION EN EDUCACION INFANTIL,POSGRADO,MAESTRIA,11,EDUCACION INICIAL Y PRIMARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"78","78,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4061786,-71.5476298,AUTORIZADO POR LIC.,CENTRO QUIRURGICO,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"79","79,051,UNIVERSIDAD NACIONAL DE HUANCAVELICA,PUBLICO,LICENCIA OTORGADA,6,S,UNH-HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SL01,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,-12.7781367,-74.9614392,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN SALUD FAMILIAR Y COMUNITARIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"80","80,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,PUBLICO,LICENCIA OTORGADA,6,S,UNA-PUNO,PUNO,PUNO,SL01,PUNO,PUNO,PUNO,-15.8243805,-70.0162544,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN PSICOLOGIA EDUCATIVA,POSGRADO,SEGUNDA ESPECIALIDAD,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"81","81,034,UNIVERSIDAD NACIONAL DE SAN MARTIN,PUBLICO,LICENCIA OTORGADA,6,S,UNSM-SAN MARTIN,SAN MARTIN,SAN MARTIN,SL02,SAN MARTIN,SAN MARTIN,MORALES,-6.484769492,-76.37760713,AUTORIZADO POR LIC.,IDIOMAS,PREGRADO,CARRERA PROFESIONAL,23,IDIOMAS,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"82","82,061,UNIVERSIDAD PRIVADA NORBERT WIENER,PRIVADO,LICENCIA OTORGADA,6,S,UPNW-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0697607,-77.0374712,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD DE ENFERMERIA EN SALUD OCUPACIONAL,POSGRADO,SEGUNDA ESPECIALIDAD,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"83","83,023,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO,PUBLICO,LICENCIA OTORGADA,6,S,UNHV-HUANUCO,HUANUCO,HUANUCO,SL01,HUANUCO,HUANUCO,PILLCO MARCA,-9.9496157,-76.2501276,AUTORIZADO POR LIC.,PROGRAMA DE LICENCIATURA - PROLI,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"84","84,022,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,PUBLICO,LICENCIA OTORGADA,6,S,UNAS-HUANUCO,HUANUCO,LEONCIO PRADO,SL01,HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.313946688,-75.99658307,AUTORIZADO POR LIC.,ADMINISTRACION,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"85","85,071,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,PRIVADO,LICENCIA OTORGADA,6,F03,UCSS-PIURA,PIURA,MORROPON,F03L01,PIURA,MORROPON,CHULUCANAS,-5.0975431,-80.1613827,AUTORIZADO POR LIC.,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"86","86,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4027681,-71.5255001,AUTORIZADO POR LIC.,GERENCIA PUBLICA Y GOBERNABILIDAD,POSGRADO,SEGUNDA ESPECIALIDAD,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"87","87,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,MAESTRIA EN PSICOLOGIA EDUCACIONAL CON MENCION EN PSICOLOGIA ESCOLAR Y PROBLEMAS DE APRENDIZAJE, PSICOPEDAGOGIA COGNITIVA Y DESARROLLO PSICOLOGICO,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"88","88,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTA ANITA,-12.045948,-76.9681914,AUTORIZADO POR LIC.,CIRUGIA DE RETINA Y VITREO,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"89","89,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL10,LIMA,LIMA,CHORRILLOS,-12.1964766,-77.0055369,AUTORIZADO POR LIC.,MAESTRIA EN GESTION Y DOCENCIA EN ALIMENTACION Y NUTRICION,POSGRADO,MAESTRIA,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"90","90,023,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO,PUBLICO,LICENCIA OTORGADA,6,S,UNHV-HUANUCO,HUANUCO,HUANUCO,SL01,HUANUCO,HUANUCO,PILLCO MARCA,-9.9496157,-76.2501276,AUTORIZADO POR LIC.,MAESTRIA EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE, MENCION EN GESTION AMBIENTAL,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"91","91,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,S,UPN-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.0998876,-79.0190587,AUTORIZADO POR LIC.,ARQUITECTURA Y DISENO DE INTERIORES,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"92","92,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA DE MINAS CON MENCION EN GESTION DE SEGURIDAD MINERA,POSGRADO,MAESTRIA,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"93","93,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,PUBLICO,LICENCIA OTORGADA,6,S,UNA-PUNO,PUNO,PUNO,SL01,PUNO,PUNO,PUNO,-15.8243805,-70.0162544,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA CIVIL MENCION TRANSPORTES E INFRAESTRUCTURA VIAL,POSGRADO,MAESTRIA,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"94","94,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,MAESTRIA EN PERIODONCIA,POSGRADO,MAESTRIA,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"95","95,025,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,PUBLICO,LICENCIA OTORGADA,6,S,UNEEGV-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.9475748,-76.7011822,AUTORIZADO POR LIC.,EDUCACION CON ESPECIALIDAD DE EBANISTERIA Y DECORACION,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"96","96,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL11,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7739833,-73.2660385,AUTORIZADO POR LIC.,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"97","97,061,UNIVERSIDAD PRIVADA NORBERT WIENER,PRIVADO,LICENCIA OTORGADA,6,S,UPNW-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LIMA,-12.0687433,-77.0369808,AUTORIZADO POR LIC.,MEDICINA HUMANA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"98","98,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,S,UNCP-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,EL TAMBO,-12.0330464,-75.237332,AUTORIZADO POR LIC.,MAESTRIA EN GESTION PUBLICA,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"99","99,022,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,PUBLICO,LICENCIA OTORGADA,6,S,UNAS-HUANUCO,HUANUCO,LEONCIO PRADO,SL01,HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.313946688,-75.99658307,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS ECONOMICAS MENCION: POLITICA Y ADMINISTRACION TRIBUTARIA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"100","100,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,F06,UNAP-LORETO,LORETO,LORETO,F06L01,LORETO,LORETO,NAUTA,-4.5050176,-73.5770072,AUTORIZADO POR LIC.,EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"101","101,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ESTADISTICA EN INVESTIGACION,POSGRADO,SEGUNDA ESPECIALIDAD,54,MATEMATICAS Y ESTADISTICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"102","102,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN SALUD MENTAL Y PSIQUIATRIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"103","103,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,INGENIERIA CIVIL,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"104","104,043,UNIVERSIDAD PRIVADA DE TACNA,PRIVADO,LICENCIA OTORGADA,6,S,UPT-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,POCOLLAY,-18.0058389,-70.2254838,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN INGENIERIA AMBIENTAL,POSGRADO,SEGUNDA ESPECIALIDAD,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"105","105,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN MEDICINA HUMANA - RESIDENTADO MEDICO DE LA ESPECIALIDAD: MEDICINA INTENSIVA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"106","106,104,UNIVERSIDAD LE CORDON BLEU,PRIVADO,LICENCIA OTORGADA,6,S,ULCB-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,MAGDALENA DEL MAR,-12.0985893,-77.05636,AUTORIZADO POR LIC.,MARKETING Y GESTION COMERCIAL,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"107","107,002,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA,PUBLICO,LICENCIA OTORGADA,6,S,UNSCH-AYACUCHO,AYACUCHO,HUAMANGA,SL01,AYACUCHO,HUAMANGA,AYACUCHO,-13.1612654,-74.2257339,AUTORIZADO POR LIC.,INGENIERIA DE SISTEMAS,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"108","108,032,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,PUBLICO,LICENCIA OTORGADA,6,S,UNJBG-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,TACNA,-18.0251828,-70.2505031,AUTORIZADO POR LIC.,MEDICINA HUMANA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"109","109,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,BIOESTADISTICA,POSGRADO,MAESTRIA,54,MATEMATICAS Y ESTADISTICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"110","110,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,LIMA,-12.0672473,-77.03584406,AUTORIZADO POR LIC.,MAESTRIA EN PROJECT MANAGEMENT,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"111","111,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F05,UPCV-LIMA,LIMA,LIMA,F05L01,LIMA,LIMA,LOS OLIVOS,-11.9552328,-77.0685585,AUTORIZADO POR LIC.,DOCTORADO EN ADMINISTRACION,POSGRADO,DOCTORADO,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"112","112,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F03,UPCV-SAN MARTIN,SAN MARTIN,SAN MARTIN,F03L02,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.4888233,-76.3616983,AUTORIZADO POR LIC.,CONTABILIDAD,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"113","113,068,UNIVERSIDAD CIENTIFICA DEL SUR,PRIVADO,LICENCIA OTORGADA,6,S,UCS-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,MIRAFLORES,-12.1211435,-77.0256582,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN PEDIATRIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
